"","ag.artist_name","ag.artist_id","ag.album_type","ag.album_release_date","ag.album_release_year","ag.album_release_date_precision","ag.danceability","ag.energy","ag.energy.1","ag.key","ag.loudness","ag.mode","ag.speechiness","ag.acousticness","ag.instrumentalness","ag.liveness","ag.liveness.1","ag.valence","ag.tempo","ag.track_id","ag.duration_ms","ag.explicit","ag.is_local","ag.track_name","ag.track_number","ag.type","ag.album_name","ag.key_name","ag.mode_name","ag.key_mode"
"341","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.662,0.766,0.766,7,-5.694,1,0.0377,0.214,0,0.324,0.324,0.376,97.959,"1rNop31kdDmSj3Ds6xhIeS",192226,FALSE,FALSE,"Hands On Me",11,"track","My Everything (Deluxe)","G","major","G major"
"342","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.54,0.265,0.265,11,-5.307,1,0.0297,0.88,0,0.131,0.131,0.423,61.975,"4eumFsTnduH3zRfaASoAPs",168520,FALSE,FALSE,"My Everything",12,"track","My Everything (Deluxe)","B","major","B major"
"343","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.703,0.747,0.747,0,-4.446,0,0.0895,0.283,0,0.396,0.396,0.7,149.974,"466s1BacUmiRdR3ISvNjyx",199320,FALSE,FALSE,"Bang Bang",13,"track","My Everything (Deluxe)","C","minor","C minor"
"344","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.656,0.842,0.842,0,-5.714,1,0.24,0.5,0,0.0787,0.0787,0.384,101.364,"6LQzYkmd8ADbKOOEVDnlG4",193986,FALSE,FALSE,"Only 1",14,"track","My Everything (Deluxe)","C","major","C major"
"345","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.381,0.631,0.631,0,-5.886,1,0.262,0.0453,0,0.129,0.129,0.37,170.187,"3hgl7EQwTutSm6PESsB7gZ",233720,FALSE,FALSE,"You Don't Know Me",15,"track","My Everything (Deluxe)","C","major","C major"
"346","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.447,0.182,0.182,6,-12.439,1,0.0324,0.969,3.83e-05,0.327,0.327,0.096,89.814,"7mlFkC6UHIl1nfelFBkq4L",79840,FALSE,FALSE,"Intro",1,"track","My Everything","F#","major","F# major"
"347","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.66,0.805,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.159,0.625,103.009,"0NCEyOzVW7FF5nL1MBecM7",193920,FALSE,FALSE,"Problem",2,"track","My Everything","C#","minor","C# minor"
"348","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.628,0.593,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.096,0.104,125.026,"3mbaod7ARSaS3fr5mOMkk1",197266,FALSE,FALSE,"One Last Time",3,"track","My Everything","G#","major","G# major"
"349","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.443,0.663,0.663,8,-5.946,0,0.0432,0.0494,0,0.153,0.153,0.331,159.856,"6UTdkjGcRIEN3Va3bcyzVh",211880,FALSE,FALSE,"Why Try",4,"track","My Everything","G#","minor","G# minor"
"350","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.687,0.702,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.204,0.284,129.956,"0jeK7B6dUDfSb8F9fZW6XP",214840,FALSE,FALSE,"Break Free",5,"track","My Everything","G","minor","G minor"
"351","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.654,0.578,0.578,6,-6.897,1,0.449,0.546,0,0.112,0.112,0.233,143.867,"3w4V5R5kf6NeS21hwhiMrq",233733,FALSE,FALSE,"Best Mistake",6,"track","My Everything","F#","major","F# major"
"352","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.622,0.586,0.586,3,-6.241,0,0.0356,0.0735,7.41e-06,0.0803,0.0803,0.434,145.08,"7LQuSGJ8D9sww2VlgO3II1",217053,FALSE,FALSE,"Be My Baby",7,"track","My Everything","D#","minor","D# minor"
"353","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.726,0.605,0.605,6,-5.673,1,0.0628,0.0113,0,0.0639,0.0639,0.588,93.93,"6c3pfmQuMdji3cMTEixOg2",253386,FALSE,FALSE,"Break Your Heart Right Back",8,"track","My Everything","F#","major","F# major"
"354","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.472,0.714,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.0764,0.24,98.992,"4hAwnqT5tLxywuTipn3A51",236133,FALSE,FALSE,"Love Me Harder",9,"track","My Everything","C#","minor","C# minor"
"355","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.439,0.322,0.322,9,-5.959,1,0.028,0.692,0,0.103,0.103,0.16,77.963,"3SflKuiDRInifCnuOf7qdr",232586,FALSE,FALSE,"Just A Little Bit Of Your Heart",10,"track","My Everything","A","major","A major"
"356","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.662,0.766,0.766,7,-5.694,1,0.0377,0.214,0,0.324,0.324,0.376,97.959,"1vydoBcYkuKulZsGlB0h31",192226,FALSE,FALSE,"Hands On Me",11,"track","My Everything","G","major","G major"
"357","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.54,0.265,0.265,11,-5.307,1,0.0297,0.88,0,0.131,0.131,0.423,61.975,"6B60ZcVOLjapnbE8mtOBSB",168520,FALSE,FALSE,"My Everything",12,"track","My Everything","B","major","B major"
"358","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.703,0.747,0.747,0,-4.446,0,0.0895,0.283,0,0.396,0.396,0.7,149.974,"0xWeWlFQ7VWM9POplWGkTo",199320,FALSE,FALSE,"Bang Bang",13,"track","My Everything","C","minor","C minor"
"359","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.656,0.842,0.842,0,-5.714,1,0.24,0.5,0,0.0787,0.0787,0.384,101.364,"44VlwfhDADqvwf4lkyeZxa",193986,FALSE,FALSE,"Only 1",14,"track","My Everything","C","major","C major"
"360","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.381,0.631,0.631,0,-5.886,1,0.262,0.0453,0,0.129,0.129,0.37,170.187,"4b5EPapC1Taj92YCmUIOHc",233720,FALSE,FALSE,"You Don't Know Me",15,"track","My Everything","C","major","C major"
"361","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.447,0.182,0.182,6,-12.439,1,0.0324,0.969,3.83e-05,0.327,0.327,0.096,89.814,"6SzXrHbhAnandO2CselG7a",79880,FALSE,FALSE,"Intro",1,"track","My Everything","F#","major","F# major"
"362","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.604,0.805,0.805,1,-5.363,0,0.245,0.0176,9.85e-06,0.133,0.133,0.613,102.75,"7AE9d8kOIxXpjnakA5khyE",193893,FALSE,FALSE,"Problem",2,"track","My Everything","C#","minor","C# minor"
"363","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.631,0.6,0.6,8,-4.98,1,0.032,0.0953,2.68e-06,0.0999,0.0999,0.103,125.014,"78yafxJofrDtjEYZrImICv",197253,FALSE,FALSE,"One Last Time",3,"track","My Everything","G#","major","G# major"
"364","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.443,0.663,0.663,8,-5.946,0,0.0432,0.0494,0,0.153,0.153,0.331,159.856,"6BKYDPB6G400Nlf4spj383",211880,FALSE,FALSE,"Why Try",4,"track","My Everything","G#","minor","G# minor"
"365","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.687,0.702,0.702,7,-5.324,0,0.0455,0.0064,4.35e-05,0.204,0.204,0.284,129.956,"7fYn5onlh7QxP1MPR1Mvac",214840,FALSE,FALSE,"Break Free",5,"track","My Everything","G","minor","G minor"
"366","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.654,0.578,0.578,6,-6.897,1,0.449,0.546,0,0.112,0.112,0.233,143.867,"1csEgCRGufOOhjRvpGOGnF",233733,FALSE,FALSE,"Best Mistake",6,"track","My Everything","F#","major","F# major"
"367","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.622,0.586,0.586,3,-6.241,0,0.0356,0.0735,7.41e-06,0.0803,0.0803,0.434,145.08,"1RZqMXPiPgDgpatQx2MAxT",217053,FALSE,FALSE,"Be My Baby",7,"track","My Everything","D#","minor","D# minor"
"368","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.726,0.605,0.605,6,-5.673,1,0.0628,0.0113,0,0.0639,0.0639,0.588,93.93,"1jim4aMYg0JYAr14dhfxXN",253386,FALSE,FALSE,"Break Your Heart Right Back",8,"track","My Everything","F#","major","F# major"
"369","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.472,0.714,0.714,1,-4.389,0,0.0334,0.00937,0,0.0764,0.0764,0.24,98.992,"6xT6vHQsYYDOgTltL8fkIW",236133,FALSE,FALSE,"Love Me Harder",9,"track","My Everything","C#","minor","C# minor"
"370","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.439,0.322,0.322,9,-5.959,1,0.028,0.692,0,0.103,0.103,0.16,77.963,"3pe0I1lEtieR766wwjiypU",232586,FALSE,FALSE,"Just A Little Bit Of Your Heart",10,"track","My Everything","A","major","A major"
"371","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.662,0.766,0.766,7,-5.694,1,0.0377,0.214,0,0.324,0.324,0.376,97.959,"2mV0Kbd9CgvL1xgCRfDjGC",192226,FALSE,FALSE,"Hands On Me",11,"track","My Everything","G","major","G major"
"372","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-25",2014,"day",0.54,0.265,0.265,11,-5.307,1,0.0297,0.88,0,0.131,0.131,0.423,61.975,"0QlNeoy9Xqi7Jpbw8qaQrj",168546,FALSE,FALSE,"My Everything",12,"track","My Everything","B","major","B major"
"373","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-24",2014,"day",0.447,0.182,0.182,6,-12.439,1,0.0324,0.968,3.83e-05,0.327,0.327,0.0959,89.601,"2PJ2ojJW47MmoVRTxCCbm4",79880,FALSE,FALSE,"Intro",1,"track","My Everything","F#","major","F# major"
"374","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-24",2014,"day",0.603,0.805,0.805,1,-5.363,0,0.259,0.0178,1.02e-05,0.133,0.133,0.611,102.734,"7E8edqa0m0ASLXkLfmWY03",193893,FALSE,FALSE,"Problem",2,"track","My Everything","C#","minor","C# minor"
"375","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-24",2014,"day",0.631,0.601,0.601,8,-4.98,1,0.032,0.0953,2.86e-06,0.0999,0.0999,0.104,125.014,"1CAksvEO6oRHd9bBKWAfuY",197253,FALSE,FALSE,"One Last Time",3,"track","My Everything","G#","major","G# major"
"376","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-24",2014,"day",0.444,0.663,0.663,11,-5.946,1,0.0424,0.0497,0,0.153,0.153,0.338,159.839,"6tg9IlbJeHzesV5OWuhDup",211880,FALSE,FALSE,"Why Try",4,"track","My Everything","B","major","B major"
"377","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-24",2014,"day",0.686,0.702,0.702,7,-5.325,0,0.0455,0.00637,4.46e-05,0.204,0.204,0.29,129.948,"3emCzvUm5FsQnofdNQL73a",214840,FALSE,FALSE,"Break Free",5,"track","My Everything","G","minor","G minor"
"378","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-24",2014,"day",0.654,0.578,0.578,6,-6.897,1,0.449,0.547,0,0.112,0.112,0.233,143.866,"6ARSouo2qnKWkIZSlkudiD",233733,FALSE,FALSE,"Best Mistake",6,"track","My Everything","F#","major","F# major"
"379","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-24",2014,"day",0.622,0.586,0.586,3,-6.241,0,0.0356,0.0735,7.41e-06,0.0803,0.0803,0.434,145.081,"2gijedBBM7NHH0tKO4DEUN",217053,FALSE,FALSE,"Be My Baby",7,"track","My Everything","D#","minor","D# minor"
"380","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-24",2014,"day",0.725,0.605,0.605,6,-5.673,1,0.0623,0.0114,0,0.0639,0.0639,0.587,93.935,"1VtHucEi71PAhakmffKcm2",253386,FALSE,FALSE,"Break Your Heart Right Back",8,"track","My Everything","F#","major","F# major"
"381","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-24",2014,"day",0.486,0.712,0.712,1,-4.388,0,0.0328,0.00936,0,0.0764,0.0764,0.244,99.128,"0e5q6Z47J4oU5S0gvfjKpi",236133,FALSE,FALSE,"Love Me Harder",9,"track","My Everything","C#","minor","C# minor"
"382","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-24",2014,"day",0.44,0.323,0.323,9,-5.957,1,0.0281,0.692,0,0.103,0.103,0.158,77.988,"64ymP0l9Igq5ME7Qk7tqHa",232586,FALSE,FALSE,"Just A Little Bit Of Your Heart",10,"track","My Everything","A","major","A major"
"383","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-24",2014,"day",0.662,0.766,0.766,7,-5.694,1,0.0378,0.214,0,0.324,0.324,0.377,97.958,"0W8UMraSo6YspkuPgg1MpD",192226,FALSE,FALSE,"Hands On Me",11,"track","My Everything","G","major","G major"
"384","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-08-24",2014,"day",0.468,0.265,0.265,11,-5.307,1,0.0301,0.88,0,0.131,0.131,0.421,109.752,"225VaBkbh5xUoVexDhvaRJ",168546,FALSE,FALSE,"My Everything",12,"track","My Everything","B","major","B major"
"385","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.692,0.608,0.608,8,-5.233,0,0.041,0.218,0,0.348,0.348,0.449,125.012,"5dDJIkINQylL9jVOhHv757",339733,FALSE,FALSE,"Honeymoon Avenue",1,"track","Yours Truly","G#","minor","G# minor"
"386","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.725,0.796,0.796,1,-3.684,1,0.0326,0.0154,0,0.354,0.354,0.517,101.976,"4TQYyBORpYzICpQtzINUbg",197600,FALSE,FALSE,"Baby I",2,"track","Yours Truly","C#","major","C# major"
"387","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.621,0.834,0.834,7,-3.166,1,0.105,0.127,0,0.0854,0.0854,0.561,156.095,"3cP38o90yiPd1iDJqhZdrh",247080,FALSE,FALSE,"Right There",3,"track","Yours Truly","G","major","G major"
"388","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.536,0.521,0.521,7,-4.128,1,0.0274,0.41,0,0.142,0.142,0.314,72.06,"78CFyYH54WJr0c6npXgwwM",194706,FALSE,FALSE,"Tattooed Heart",4,"track","Yours Truly","G","major","G major"
"389","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.624,0.821,0.821,1,-3.844,0,0.0422,0.112,0,0.276,0.276,0.449,93.984,"08KK24ommIdXmuTdXyJopu",180693,FALSE,FALSE,"Lovin' It",5,"track","Yours Truly","C#","minor","C# minor"
"390","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.738,0.804,0.804,1,-4.286,0,0.0821,0.163,0,0.826,0.826,0.717,120.017,"6w2Z2nmEPTyNgCqQMpxmgz",234426,FALSE,FALSE,"Piano",6,"track","Yours Truly","C#","minor","C# minor"
"391","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.675,0.643,0.643,7,-6.004,1,0.0315,0.233,0,0.561,0.561,0.325,114.051,"1BGryc31aCHZhdcudbsTtx",211293,FALSE,FALSE,"Daydreamin'",7,"track","Yours Truly","G","major","G major"
"392","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.645,0.877,0.877,5,-3.208,0,0.113,0.294,0,0.0759,0.0759,0.861,82.324,"5G1sFEVDwB1dy1cFwQuEpT",227026,FALSE,FALSE,"The Way",8,"track","Yours Truly","F","minor","F minor"
"393","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.764,0.842,0.842,6,-3.835,1,0.059,0.0546,0,0.0351,0.0351,0.869,105.018,"1sp9IcWsIdHsr7txadZ6PI",214280,FALSE,FALSE,"You’ll Never Know",9,"track","Yours Truly","F#","major","F# major"
"394","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.323,0.327,0.327,2,-7.494,1,0.0411,0.824,0,0.101,0.101,0.335,81.329,"3OkGBu30NXZgt6Ka0LW3Ex",327773,FALSE,FALSE,"Almost Is Never Enough",10,"track","Yours Truly","D","major","D major"
"395","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.665,0.809,0.809,8,-4.574,1,0.0464,0.156,0,0.0613,0.0613,0.811,99.029,"59I0wJjmmS7OLQRvHkquxF",200213,FALSE,FALSE,"Popular Song",11,"track","Yours Truly","G#","major","G# major"
"396","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.585,0.831,0.831,9,-4.024,1,0.0334,0.0391,0.000144,0.104,0.104,0.28,130.059,"4ZnHYxQHEFtmDaa2TxSOJ1",211226,FALSE,FALSE,"Better Left Unsaid",12,"track","Yours Truly","A","major","A major"
"397","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.713,0.871,0.871,5,-4.233,0,0.0869,0.00781,0.00127,0.734,0.734,0.828,131.97,"6xPW1TCC0H0EygeZpzDsm4",264040,FALSE,FALSE,"The Way - JdB Radio",13,"track","Yours Truly","F","minor","F minor"
"398","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.685,0.821,0.821,3,-4.664,0,0.0381,0.00154,0.000766,0.363,0.363,0.588,124.951,"1Tg09pQF0HwEkNn5lFFsuT",239293,FALSE,FALSE,"Baby I - Cosmic Dawn Radio Edit",14,"track","Yours Truly","D#","minor","D# minor"
"399","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2014-01-01",2014,"day",0.694,0.894,0.894,7,-3.212,1,0.0352,0.0164,6.63e-05,0.324,0.324,0.661,132.033,"62a64kM6MZYCXnxM9Jl50Y",243546,FALSE,FALSE,"Right There - 7th Heaven Radio Edit",15,"track","Yours Truly","G","major","G major"
"400","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.692,0.608,0.608,8,-5.233,0,0.041,0.218,0,0.348,0.348,0.449,125.012,"4vnFTAz0D5hHNcgO8EPmqN",339733,FALSE,FALSE,"Honeymoon Avenue",1,"track","Yours Truly (LatAm Version)","G#","minor","G# minor"
"401","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.725,0.796,0.796,1,-3.684,1,0.0326,0.0154,0,0.354,0.354,0.517,101.976,"0rYaKLD7dkJvXzZ2njyHbG",197600,FALSE,FALSE,"Baby I",2,"track","Yours Truly (LatAm Version)","C#","major","C# major"
"402","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.621,0.834,0.834,7,-3.166,1,0.105,0.127,0,0.0854,0.0854,0.561,156.095,"5XERnExSpyhv8EsBXqiNZH",247080,FALSE,FALSE,"Right There",3,"track","Yours Truly (LatAm Version)","G","major","G major"
"403","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.536,0.521,0.521,7,-4.128,1,0.0274,0.41,0,0.142,0.142,0.314,72.06,"2xSizkQiylsPxOGLHQN4uH",194706,FALSE,FALSE,"Tattooed Heart",4,"track","Yours Truly (LatAm Version)","G","major","G major"
"404","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.624,0.821,0.821,1,-3.844,0,0.0422,0.112,0,0.276,0.276,0.449,93.984,"3tbqP7DtMuQu8oJf2Lbx7W",180693,FALSE,FALSE,"Lovin' It",5,"track","Yours Truly (LatAm Version)","C#","minor","C# minor"
"405","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.738,0.804,0.804,1,-4.286,0,0.0821,0.163,0,0.826,0.826,0.717,120.017,"4pzmSPlZQVq75NKGAtKjnX",234426,FALSE,FALSE,"Piano",6,"track","Yours Truly (LatAm Version)","C#","minor","C# minor"
"406","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.675,0.643,0.643,7,-6.004,1,0.0315,0.233,0,0.561,0.561,0.325,114.051,"0naTpBsDG9egl4zPX72ofl",211293,FALSE,FALSE,"Daydreamin'",7,"track","Yours Truly (LatAm Version)","G","major","G major"
"407","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.645,0.877,0.877,5,-3.208,0,0.113,0.294,0,0.0759,0.0759,0.861,82.324,"5FhVKyPvQ2rnimFwNAxu2C",227026,FALSE,FALSE,"The Way",8,"track","Yours Truly (LatAm Version)","F","minor","F minor"
"408","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.764,0.842,0.842,6,-3.835,1,0.059,0.0546,0,0.0351,0.0351,0.869,105.018,"2oGFPxFFSnTf8rBcoCfpUE",214280,FALSE,FALSE,"You’ll Never Know",9,"track","Yours Truly (LatAm Version)","F#","major","F# major"
"409","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.323,0.327,0.327,2,-7.494,1,0.0411,0.824,0,0.101,0.101,0.335,81.329,"6D1SqRjRKz3xd4GK68JV3s",327773,FALSE,FALSE,"Almost Is Never Enough",10,"track","Yours Truly (LatAm Version)","D","major","D major"
"410","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.665,0.809,0.809,8,-4.574,1,0.0464,0.156,0,0.0613,0.0613,0.811,99.029,"0MwFAoNhmvBv8EgfFKlyzw",200213,FALSE,FALSE,"Popular Song",11,"track","Yours Truly (LatAm Version)","G#","major","G# major"
"411","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.585,0.831,0.831,9,-4.024,1,0.0334,0.0391,0.000144,0.104,0.104,0.28,130.059,"2YaPtlMFnwv9xZJwhuM4Hq",211226,FALSE,FALSE,"Better Left Unsaid",12,"track","Yours Truly (LatAm Version)","A","major","A major"
"412","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.703,0.884,0.884,5,-2.207,0,0.133,0.339,0,0.0984,0.0984,0.864,82.496,"3WJCkJPIOk2ltt12BHJWJY",226466,FALSE,FALSE,"The Way - Spanglish Version",13,"track","Yours Truly (LatAm Version)","F","minor","F minor"
"413","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.706,0.897,0.897,5,-2.407,0,0.117,0.406,0,0.0887,0.0887,0.862,82.506,"0onZ1TwmOAbLqWOXKhEvpF",226400,FALSE,FALSE,"The Way - Spanglish Version",14,"track","Yours Truly (LatAm Version)","F","minor","F minor"
"414","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.692,0.608,0.608,8,-5.233,0,0.041,0.218,0,0.348,0.348,0.449,125.012,"2ofOe2OaXFpZF5ETbsc7Qu",339733,FALSE,FALSE,"Honeymoon Avenue",1,"track","Yours Truly","G#","minor","G# minor"
"415","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.725,0.796,0.796,1,-3.684,1,0.0326,0.0154,0,0.354,0.354,0.517,101.976,"6EIsMa5lbvljYxqCkjZVDi",197600,FALSE,FALSE,"Baby I",2,"track","Yours Truly","C#","major","C# major"
"416","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.621,0.834,0.834,7,-3.166,1,0.105,0.127,0,0.0854,0.0854,0.561,156.095,"3yiopxxeHuwcpAg4e57Zjt",247080,FALSE,FALSE,"Right There",3,"track","Yours Truly","G","major","G major"
"417","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.536,0.521,0.521,7,-4.128,1,0.0274,0.41,0,0.142,0.142,0.314,72.06,"5yxghrFKJbU7pcaUFEv1Sg",194706,FALSE,FALSE,"Tattooed Heart",4,"track","Yours Truly","G","major","G major"
"418","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.624,0.821,0.821,1,-3.844,0,0.0422,0.112,0,0.276,0.276,0.449,93.984,"7EpKfPAURnG9OCVer0S30N",180693,FALSE,FALSE,"Lovin' It",5,"track","Yours Truly","C#","minor","C# minor"
"419","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.738,0.804,0.804,1,-4.286,0,0.0821,0.163,0,0.826,0.826,0.717,120.017,"1xCqIXCApBgcjwRLostpKl",234426,FALSE,FALSE,"Piano",6,"track","Yours Truly","C#","minor","C# minor"
"420","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.675,0.643,0.643,7,-6.004,1,0.0315,0.233,0,0.561,0.561,0.325,114.051,"7c86ULTZD9eNdAbJDQLRaC",211293,FALSE,FALSE,"Daydreamin'",7,"track","Yours Truly","G","major","G major"
"421","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.645,0.877,0.877,5,-3.208,0,0.113,0.294,0,0.0759,0.0759,0.861,82.324,"06EL94D0TA27Ik0Ke5usbj",227026,FALSE,FALSE,"The Way",8,"track","Yours Truly","F","minor","F minor"
"422","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.764,0.842,0.842,6,-3.835,1,0.059,0.0546,0,0.0351,0.0351,0.869,105.018,"4PqIj0WOfPAq4QAvisjgpd",214280,FALSE,FALSE,"You’ll Never Know",9,"track","Yours Truly","F#","major","F# major"
"423","Ariana Grande","66CXWjxzNUsdJxJ2JdwvnR","album","2013-01-01",2013,"day",0.323,0.327,0.327,2,-7.494,1,0.0411,0.824,0,0.101,0.101,0.335,81.329,"63bo7NDoWdMFXufhsYOxwG",327773,FALSE,FALSE,"Almost Is Never Enough",10,"track","Yours Truly","D","major","D major"
